Column1;Genero;Edad;Altura;Peso;FAVC;FCVC;CH2O;FAF;TUE;CALC;TransporteUtilizado
1736;Hombre;30;161;169;Si;Si;RaraVez;10;10;Frecuentemente;Automovil
1737;Hombre;31;171;93;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1738;Hombre;31;170;169;Si;No;Siempre;10;30;Frecuentemente;Automovil
1739;Hombre;30;176;90;Si;Si;RaraVez;10;10;Frecuentemente;Automovil
1740;Hombre;31;170;95;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1741;Hombre;31;153;87;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1742;Hombre;30;154;80;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1743;Hombre;30;155;116;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1744;Hombre;25;164;90;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1745;Hombre;25;162;78;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1746;Hombre;25;178;159;Si;No;Siempre;30;30;Frecuentemente;TransportePublico
1747;Hombre;25;163;116;Si;Si;RaraVez;10;10;Frecuentemente;TransportePublico
1748;Hombre;25;167;84;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1749;Hombre;25;163;94;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1750;Hombre;25;185;116;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1751;Hombre;25;154;89;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1752;Hombre;37;164;60;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1753;Hombre;38;157;62;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1754;Hombre;38;162;78;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1755;Hombre;38;161;72;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1756;Hombre;24;171;80;Si;Si;Siempre;10;30;Frecuentemente;TransportePublico
1757;Hombre;26;178;159;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1758;Hombre;33;161;159;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1759;Hombre;32;171;159;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1760;Hombre;23;155;130;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1761;Hombre;23;159;72;Si;Si;Siempre;30;20;Frecuentemente;TransportePublico
1762;Hombre;23;155;80;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1763;Hombre;24;178;159;Si;No;Siempre;30;30;Frecuentemente;TransportePublico
1764;Hombre;24;161;159;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1765;Hombre;24;171;82;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1766;Hombre;22;170;159;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1767;Hombre;23;176;159;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1768;Hombre;24;170;159;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1769;Hombre;24;153;159;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1770;Hombre;30;154;127;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1771;Hombre;30;155;84;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1772;Hombre;20;168;84;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1773;Hombre;20;159;127;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1774;Hombre;25;169;116;Si;Si;Siempre;20;30;Frecuentemente;TransportePublico
1775;Hombre;26;166;116;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1776;Mujer;25;164;116;Si;Si;Siempre;10;30;Frecuentemente;TransportePublico
1777;Mujer;26;162;68;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1778;Mujer;18;178;96;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1779;Mujer;18;163;98;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1780;Mujer;26;167;116;Si;No;RaraVez;20;30;Aveces;TransportePublico
1781;Mujer;26;163;62;Si;No;Siempre;30;30;Aveces;TransportePublico
1782;Mujer;25;185;159;Si;No;Siempre;20;30;Aveces;TransportePublico
1783;Mujer;25;154;80;Si;No;RaraVez;20;30;Aveces;TransportePublico
1784;Mujer;22;164;85;Si;No;RaraVez;10;30;Aveces;TransportePublico
1785;Mujer;21;157;84;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1786;Mujer;26;162;83;Si;No;Siempre;10;30;Aveces;TransportePublico
1787;Mujer;26;172;85;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1788;Mujer;21;176;84;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1789;Mujer;22;165;116;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1790;Mujer;21;167;120;Si;No;Siempre;10;10;Aveces;TransportePublico
1791;Mujer;21;179;146;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1792;Mujer;18;178;83;Si;No;RaraVez;10;30;Aveces;TransportePublico
1793;Mujer;24;161;80;Si;No;Siempre;10;20;Aveces;TransportePublico
1794;Mujer;26;171;116;Si;No;RaraVez;10;10;Aveces;TransportePublico
1795;Mujer;26;155;90;Si;No;RaraVez;10;30;Aveces;TransportePublico
1796;Mujer;25;159;159;Si;No;RaraVez;10;30;Aveces;TransportePublico
1797;Mujer;26;155;78;Si;No;RaraVez;10;10;Aveces;TransportePublico
1798;Mujer;20;178;110;Si;No;RaraVez;20;30;Aveces;TransportePublico
1799;Mujer;24;161;116;Si;No;Siempre;20;30;Aveces;TransportePublico
1800;Mujer;25;171;116;Si;Si;Siempre;10;10;Aveces;TransportePublico
1801;Mujer;25;170;116;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1802;Mujer;18;176;87;Si;Si;Siempre;10;30;Aveces;TransportePublico
1803;Mujer;18;170;146;Si;No;RaraVez;10;10;Aveces;TransportePublico
1804;Mujer;26;153;146;Si;No;RaraVez;30;30;Aveces;TransportePublico
1805;Mujer;26;154;146;Si;No;RaraVez;10;20;Aveces;TransportePublico
1806;Mujer;25;155;159;Si;No;RaraVez;10;30;Aveces;TransportePublico
1807;Mujer;25;168;146;Si;No;Siempre;10;20;Aveces;TransportePublico
1808;Mujer;20;159;84;Si;No;RaraVez;10;30;Aveces;TransportePublico
1809;Mujer;20;169;84;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1810;Mujer;26;166;64;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1811;Mujer;26;164;56;Si;No;Siempre;10;10;Aveces;TransportePublico
1812;Mujer;21;162;77;Si;No;Siempre;10;30;Aveces;TransportePublico
1813;Mujer;20;178;87;Si;No;Siempre;10;30;Aveces;TransportePublico
1814;Mujer;20;163;89;Si;No;Siempre;10;30;Aveces;TransportePublico
1815;Mujer;20;167;60;Si;No;RaraVez;20;30;Aveces;TransportePublico
1816;Mujer;18;163;116;Si;No;Siempre;10;30;Aveces;TransportePublico
1817;Mujer;21;185;89;Si;No;Siempre;10;30;Aveces;TransportePublico
1818;Mujer;26;154;116;Si;No;Siempre;10;30;Aveces;TransportePublico
1819;Mujer;26;164;68;Si;No;RaraVez;30;30;Aveces;TransportePublico
1820;Mujer;25;157;116;Si;Si;Siempre;10;30;Aveces;TransportePublico
1821;Mujer;26;162;80;Si;No;RaraVez;30;30;Aveces;TransportePublico
1822;Mujer;22;172;89;Si;Si;Siempre;20;10;Aveces;TransportePublico
1823;Mujer;19;176;99;Si;No;RaraVez;10;10;Aveces;TransportePublico
1824;Mujer;25;165;89;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1825;Mujer;25;167;89;Si;No;RaraVez;10;20;Aveces;TransportePublico
1826;Mujer;26;179;116;Si;No;RaraVez;10;10;Aveces;TransportePublico
1827;Mujer;25;159;78;Si;No;RaraVez;20;30;Aveces;TransportePublico
1828;Mujer;18;170;159;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1829;Mujer;21;176;159;Si;No;RaraVez;10;10;Aveces;TransportePublico
1830;Mujer;18;170;159;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1831;Mujer;20;153;159;Si;No;RaraVez;10;30;Aveces;TransportePublico
1832;Mujer;26;154;159;Si;No;RaraVez;20;10;Aveces;TransportePublico
1833;Mujer;26;155;80;Si;No;Siempre;10;10;Aveces;TransportePublico
1834;Mujer;26;168;159;Si;No;RaraVez;10;30;Aveces;TransportePublico
1835;Mujer;26;159;90;Si;No;RaraVez;10;10;Aveces;TransportePublico
1836;Mujer;25;169;95;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1837;Mujer;25;166;90;Si;No;RaraVez;10;20;Aveces;TransportePublico
1838;Mujer;25;164;95;Si;No;RaraVez;20;30;Aveces;TransportePublico
1839;Mujer;25;162;89;Si;No;RaraVez;30;20;Aveces;TransportePublico
1840;Mujer;19;178;87;Si;No;RaraVez;20;30;Aveces;TransportePublico
1841;Mujer;21;163;140;Si;No;RaraVez;20;30;Aveces;TransportePublico
1842;Mujer;21;167;159;Si;No;RaraVez;10;30;Aveces;TransportePublico
1843;Mujer;21;163;159;Si;No;Siempre;20;10;Aveces;TransportePublico
1844;Mujer;26;185;86;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1845;Mujer;26;154;85;Si;No;RaraVez;10;30;Aveces;TransportePublico
1846;Mujer;26;164;84;Si;No;RaraVez;20;30;Aveces;TransportePublico
1847;Mujer;25;157;89;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1848;Mujer;21;162;89;Si;No;RaraVez;10;20;Aveces;TransportePublico
1849;Mujer;21;161;169;Si;No;RaraVez;10;20;Aveces;TransportePublico
1850;Mujer;23;171;169;Si;Si;Siempre;10;20;Aveces;TransportePublico
1851;Mujer;24;178;169;Si;No;RaraVez;10;10;Aveces;TransportePublico
1852;Mujer;18;161;169;Si;No;Siempre;10;10;Aveces;TransportePublico
1853;Mujer;19;171;169;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1854;Mujer;21;155;169;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1855;Mujer;21;159;84;Si;No;RaraVez;10;10;Aveces;TransportePublico
1856;Mujer;19;155;84;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1857;Mujer;21;178;78;Si;No;Siempre;20;20;Frecuentemente;TransportePublico
1858;Mujer;24;161;60;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1859;Mujer;25;171;159;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
1860;Mujer;26;170;169;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
1861;Mujer;26;176;84;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1862;Mujer;26;170;116;Si;No;RaraVez;30;30;Frecuentemente;TransportePublico
1863;Mujer;26;153;98;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1864;Mujer;25;154;98;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1865;Mujer;25;155;169;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1866;Mujer;26;168;169;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1867;Mujer;25;159;169;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1868;Mujer;21;169;146;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
1869;Mujer;20;166;146;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1870;Mujer;22;164;146;Si;Si;RaraVez;10;10;Frecuentemente;TransportePublico
1871;Mujer;23;162;146;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1872;Mujer;25;178;169;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1873;Mujer;25;163;98;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1874;Mujer;20;167;87;Si;No;Siempre;10;20;Aveces;TransportePublico
1875;Mujer;19;163;80;Si;Si;Siempre;10;10;Aveces;TransportePublico
1876;Mujer;26;185;61;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1877;Mujer;26;154;90;Si;No;RaraVez;30;10;Aveces;TransportePublico
1878;Mujer;25;164;98;Si;No;RaraVez;10;30;Aveces;TransportePublico
1879;Mujer;25;157;169;Si;Si;RaraVez;30;10;Aveces;TransportePublico
1880;Mujer;19;162;98;Si;No;RaraVez;20;10;Aveces;TransportePublico
1881;Mujer;20;172;84;Si;No;Siempre;10;20;Aveces;TransportePublico
1882;Mujer;26;176;94;Si;No;RaraVez;10;20;Aveces;TransportePublico
1883;Mujer;26;165;98;Si;No;Siempre;10;20;Aveces;TransportePublico
1884;Mujer;21;167;98;Si;Si;Siempre;10;20;Frecuentemente;TransportePublico
1885;Mujer;20;179;98;Si;Si;RaraVez;20;10;Frecuentemente;TransportePublico
1886;Mujer;21;178;98;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1887;Mujer;21;161;78;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1888;Mujer;18;171;169;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1889;Mujer;19;155;169;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
1890;Mujer;26;159;169;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1891;Mujer;26;155;98;Si;No;Siempre;20;20;Frecuentemente;TransportePublico
1892;Mujer;26;178;85;Si;Si;Siempre;10;20;Frecuentemente;TransportePublico
1893;Mujer;26;161;130;Si;No;Siempre;10;10;Aveces;TransportePublico
1894;Mujer;21;171;72;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1895;Mujer;21;170;80;Si;Si;Siempre;30;10;Aveces;TransportePublico
1896;Mujer;25;176;98;Si;Si;Siempre;10;20;Aveces;TransportePublico
1897;Mujer;25;170;98;Si;Si;RaraVez;10;20;Aveces;TransportePublico
1898;Mujer;25;153;98;Si;No;RaraVez;20;20;Aveces;TransportePublico
1899;Mujer;25;154;137;Si;No;RaraVez;20;10;Aveces;TransportePublico
1900;Mujer;18;155;137;Si;Si;Siempre;20;10;Aveces;TransportePublico
1901;Mujer;21;168;137;Si;Si;Siempre;20;10;Aveces;TransportePublico
1902;Mujer;20;159;137;Si;No;Siempre;10;30;Aveces;TransportePublico
1903;Mujer;18;169;127;Si;No;RaraVez;20;10;Aveces;TransportePublico
1904;Mujer;26;166;84;Si;No;Siempre;20;10;Aveces;TransportePublico
1905;Mujer;26;164;84;Si;No;RaraVez;20;20;Aveces;TransportePublico
1906;Mujer;25;162;127;Si;No;RaraVez;20;20;Aveces;TransportePublico
1907;Mujer;25;178;98;Si;No;RaraVez;10;20;Aveces;TransportePublico
1908;Mujer;25;163;98;Si;No;RaraVez;10;20;Aveces;TransportePublico
1909;Mujer;25;167;98;Si;No;Siempre;10;10;Aveces;TransportePublico
1910;Mujer;25;163;98;Si;No;Siempre;30;30;Aveces;TransportePublico
1911;Mujer;25;185;96;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1912;Mujer;21;154;98;Si;Si;Siempre;10;10;Aveces;TransportePublico
1913;Mujer;22;164;137;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1914;Mujer;21;157;169;Si;No;RaraVez;20;20;Aveces;TransportePublico
1915;Mujer;21;162;169;Si;No;RaraVez;20;20;Aveces;TransportePublico
1916;Mujer;26;172;80;Si;Si;Siempre;20;20;Aveces;TransportePublico
1917;Mujer;26;176;85;Si;No;Siempre;10;10;Aveces;TransportePublico
1918;Mujer;26;165;68;Si;No;Siempre;20;10;Aveces;TransportePublico
1919;Mujer;26;167;83;Si;No;Siempre;20;10;Aveces;TransportePublico
1920;Mujer;21;179;85;Si;No;Siempre;20;20;Aveces;TransportePublico
1921;Mujer;21;159;84;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1922;Mujer;23;179;137;Si;Si;Siempre;10;20;Aveces;TransportePublico
1923;Mujer;23;166;120;Si;No;RaraVez;10;10;Aveces;TransportePublico
1924;Mujer;20;164;137;Si;No;Siempre;10;10;Aveces;TransportePublico
1925;Mujer;20;162;83;Si;No;Siempre;30;10;Aveces;TransportePublico
1926;Mujer;19;178;80;Si;No;RaraVez;10;30;Aveces;TransportePublico
1927;Mujer;20;161;137;Si;No;Siempre;10;10;Aveces;TransportePublico
1928;Mujer;18;171;90;Si;No;RaraVez;20;10;Aveces;TransportePublico
1929;Mujer;19;178;137;Si;No;RaraVez;20;20;Aveces;TransportePublico
1930;Mujer;24;161;137;Si;Si;Siempre;20;20;Aveces;TransportePublico
1931;Mujer;25;171;110;Si;No;RaraVez;20;20;Aveces;TransportePublico
1932;Mujer;26;153;169;Si;No;RaraVez;10;20;Aveces;TransportePublico
1933;Mujer;26;154;137;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1934;Mujer;26;155;137;Si;Si;Siempre;20;10;Aveces;TransportePublico
1935;Mujer;26;176;137;Si;No;Siempre;10;10;Aveces;TransportePublico
1936;Mujer;25;165;169;Si;Si;RaraVez;10;20;Aveces;TransportePublico
1937;Mujer;25;167;169;Si;No;Siempre;10;10;Aveces;TransportePublico
1938;Mujer;26;179;169;Si;No;Siempre;30;10;Aveces;TransportePublico
1939;Mujer;26;159;169;Si;No;RaraVez;10;20;Aveces;TransportePublico
1940;Mujer;20;179;169;Si;No;RaraVez;10;10;Aveces;TransportePublico
1941;Mujer;20;166;84;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1942;Mujer;23;164;84;Si;No;Siempre;20;10;Aveces;TransportePublico
1943;Mujer;24;162;64;Si;No;RaraVez;20;10;Aveces;TransportePublico
1944;Mujer;25;178;84;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1945;Mujer;25;161;84;Si;No;RaraVez;10;10;Aveces;TransportePublico
1946;Mujer;25;171;87;Si;No;RaraVez;10;10;Aveces;TransportePublico
1947;Mujer;25;178;89;Si;No;RaraVez;10;10;Aveces;TransportePublico
1948;Mujer;19;161;60;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1949;Mujer;18;171;84;Si;No;Siempre;20;20;Aveces;TransportePublico
1950;Mujer;19;153;137;Si;Si;Siempre;20;20;Aveces;TransportePublico
1951;Mujer;18;154;137;Si;No;RaraVez;10;10;Aveces;TransportePublico
1952;Mujer;26;155;137;Si;No;RaraVez;10;10;Aveces;TransportePublico
1953;Mujer;26;176;137;Si;No;RaraVez;10;20;Aveces;TransportePublico
1954;Mujer;26;188;137;Si;Si;RaraVez;30;20;Aveces;TransportePublico
1955;Mujer;26;158;68;Si;No;RaraVez;10;20;Aveces;TransportePublico
1956;Mujer;25;176;99;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1957;Mujer;25;173;137;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1958;Mujer;25;178;137;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1959;Mujer;25;161;137;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1960;Mujer;20;171;78;Si;No;RaraVez;20;10;Aveces;TransportePublico
1961;Mujer;20;178;82;Si;No;RaraVez;10;10;Aveces;TransportePublico
1962;Mujer;21;161;70;Si;Si;Siempre;30;20;Aveces;TransportePublico
1963;Mujer;21;171;80;Si;No;RaraVez;10;20;Aveces;TransportePublico
1964;Mujer;26;155;87;Si;No;Siempre;10;20;Aveces;TransportePublico
1965;Mujer;26;159;137;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1966;Mujer;26;155;80;Si;No;RaraVez;20;10;Aveces;TransportePublico
1967;Mujer;26;178;95;Si;Si;Siempre;20;30;Aveces;TransportePublico
1968;Mujer;21;161;90;Si;No;Siempre;20;10;Aveces;TransportePublico
1969;Mujer;21;171;95;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1970;Mujer;21;170;88;Si;No;RaraVez;10;20;Aveces;TransportePublico
1971;Mujer;21;176;75;Si;Si;RaraVez;10;20;Aveces;TransportePublico
1972;Mujer;20;170;137;Si;No;RaraVez;20;20;Aveces;TransportePublico
1973;Mujer;21;153;87;Si;Si;Siempre;20;20;Aveces;TransportePublico
1974;Mujer;20;154;140;Si;No;Siempre;20;10;Aveces;TransportePublico
1975;Mujer;21;155;137;Si;Si;Siempre;10;10;Aveces;TransportePublico
1976;Mujer;20;168;137;Si;Si;Siempre;10;10;Aveces;TransportePublico
1977;Mujer;18;159;86;Si;No;RaraVez;10;20;Aveces;TransportePublico
1978;Mujer;20;169;85;Si;No;RaraVez;30;20;Aveces;TransportePublico
1979;Mujer;21;166;60;Si;No;Siempre;10;20;Aveces;TransportePublico
1980;Mujer;26;164;76;Si;Si;Siempre;10;10;Aveces;TransportePublico
1981;Mujer;26;162;75;Si;No;RaraVez;20;10;Aveces;TransportePublico
1982;Mujer;26;178;95;Si;No;Siempre;20;10;Aveces;TransportePublico
1983;Mujer;26;163;137;Si;No;Siempre;20;30;Aveces;TransportePublico
1984;Mujer;25;167;137;Si;Si;Siempre;20;10;Aveces;TransportePublico
1985;Mujer;25;163;90;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1986;Mujer;26;185;80;Si;No;RaraVez;30;20;Aveces;TransportePublico
1987;Mujer;26;154;68;Si;No;Siempre;10;20;Aveces;TransportePublico
1988;Mujer;23;164;61;Si;No;RaraVez;10;20;Aveces;TransportePublico
1989;Mujer;23;157;137;Si;No;RaraVez;20;20;Aveces;TransportePublico
1990;Mujer;18;162;137;Si;No;RaraVez;20;10;Aveces;TransportePublico
1991;Mujer;18;161;160;Si;No;RaraVez;20;30;Aveces;TransportePublico
1992;Mujer;25;171;137;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1993;Mujer;25;178;137;Si;No;Siempre;10;10;Aveces;TransportePublico
1994;Mujer;25;161;137;Si;No;RaraVez;10;20;Aveces;TransportePublico
1995;Mujer;25;171;137;Si;No;Siempre;10;20;Aveces;TransportePublico
1996;Mujer;25;155;137;Si;No;Siempre;20;20;Aveces;TransportePublico
1997;Mujer;25;159;137;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1998;Mujer;25;155;80;Si;No;Siempre;20;10;Aveces;TransportePublico
1999;Mujer;25;178;137;Si;No;RaraVez;10;10;Aveces;TransportePublico
2000;Mujer;18;161;139;Si;No;Siempre;10;10;Aveces;TransportePublico
2001;Mujer;20;171;139;Si;No;RaraVez;10;20;Aveces;TransportePublico
2002;Mujer;21;170;139;Si;Si;Siempre;30;20;Aveces;TransportePublico
2003;Mujer;21;176;93;Si;No;Siempre;10;20;Aveces;TransportePublico
2004;Mujer;18;170;139;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2005;Mujer;18;153;67;Si;No;RaraVez;20;10;Aveces;TransportePublico
2006;Mujer;20;154;139;Si;No;RaraVez;20;10;Aveces;TransportePublico
2007;Mujer;20;155;87;Si;Si;Siempre;20;30;Aveces;TransportePublico
2008;Mujer;51;168;80;Si;No;RaraVez;20;10;Aveces;TransportePublico
2009;Mujer;51;159;61;Si;No;RaraVez;10;10;Aveces;TransportePublico
2010;Mujer;51;169;90;Si;No;RaraVez;30;20;Aveces;TransportePublico
2011;Mujer;51;166;78;Si;Si;RaraVez;10;20;Aveces;TransportePublico
2012;Mujer;51;164;139;Si;No;Siempre;10;20;Aveces;TransportePublico
2013;Mujer;51;162;139;Si;No;RaraVez;20;20;Aveces;TransportePublico
2014;Mujer;51;178;84;Si;No;RaraVez;20;10;Aveces;TransportePublico
2015;Mujer;26;163;94;Si;No;RaraVez;20;30;Aveces;TransportePublico
2016;Mujer;25;167;95;Si;No;RaraVez;20;10;Aveces;TransportePublico
2017;Mujer;25;163;89;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2018;Mujer;25;185;95;Si;No;RaraVez;10;20;Aveces;TransportePublico
2019;Mujer;25;154;139;Si;No;RaraVez;10;20;Aveces;TransportePublico
2020;Mujer;25;164;139;Si;No;RaraVez;20;20;Aveces;TransportePublico
2021;Mujer;25;157;139;Si;No;Siempre;20;20;Aveces;TransportePublico
2022;Mujer;25;162;80;Si;Si;RaraVez;20;10;Aveces;TransportePublico
2023;Mujer;25;172;60;Si;Si;Siempre;10;10;Aveces;TransportePublico
2024;Mujer;19;176;95;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2025;Mujer;18;165;85;Si;Si;Siempre;10;20;Aveces;TransportePublico
2026;Mujer;20;167;130;Si;No;Siempre;30;20;Aveces;TransportePublico
2027;Mujer;20;179;146;Si;No;Siempre;10;20;Aveces;TransportePublico
2028;Mujer;21;178;146;Si;No;Siempre;10;10;Aveces;TransportePublico
2029;Mujer;21;161;146;Si;No;Siempre;20;10;Aveces;TransportePublico
2030;Mujer;21;171;146;Si;No;Siempre;20;10;Aveces;TransportePublico
2031;Mujer;21;155;146;Si;Si;Siempre;20;30;Aveces;TransportePublico
2032;Mujer;25;159;146;Si;Si;RaraVez;20;10;Aveces;TransportePublico
2033;Mujer;26;155;146;Si;No;RaraVez;10;10;Aveces;TransportePublico
2034;Mujer;26;178;146;Si;No;Siempre;30;20;Aveces;TransportePublico
2035;Mujer;26;161;146;Si;No;Siempre;10;20;Aveces;TransportePublico
2036;Mujer;26;171;127;Si;Si;RaraVez;10;20;Aveces;TransportePublico
2037;Mujer;26;170;116;Si;Si;Siempre;20;20;Aveces;TransportePublico
2038;Mujer;25;176;116;Si;No;RaraVez;20;10;Aveces;TransportePublico
2039;Mujer;25;170;95;Si;No;Siempre;20;10;Aveces;TransportePublico
2040;Mujer;20;153;82;Si;No;Siempre;20;10;Aveces;TransportePublico
2041;Mujer;20;154;116;Si;Si;RaraVez;10;20;Aveces;TransportePublico
2042;Mujer;21;155;80;Si;No;RaraVez;10;10;Aveces;TransportePublico
2043;Mujer;21;168;87;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2044;Mujer;23;159;116;Si;Si;Siempre;20;20;Aveces;TransportePublico
2045;Mujer;24;169;82;Si;No;Siempre;20;10;Aveces;TransportePublico
2046;Mujer;24;166;95;Si;No;RaraVez;20;10;Aveces;TransportePublico
2047;Mujer;24;164;95;Si;No;RaraVez;10;10;Aveces;TransportePublico
2048;Mujer;18;162;146;Si;No;Siempre;10;10;Aveces;TransportePublico
2049;Mujer;18;178;146;Si;No;RaraVez;10;10;Aveces;TransportePublico
2050;Mujer;20;163;169;Si;No;Siempre;30;10;Aveces;TransportePublico
2051;Mujer;20;167;169;Si;No;RaraVez;10;10;Aveces;TransportePublico
2052;Mujer;21;163;169;Si;No;RaraVez;10;10;Aveces;TransportePublico
2053;Mujer;19;185;95;Si;No;RaraVez;20;10;Aveces;TransportePublico
2054;Mujer;19;154;146;Si;No;RaraVez;20;20;Aveces;TransportePublico
2055;Mujer;21;164;145;Si;No;RaraVez;20;20;Aveces;TransportePublico
2056;Mujer;19;157;120;Si;No;RaraVez;20;10;Aveces;TransportePublico
2057;Mujer;18;162;146;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2058;Mujer;21;172;146;Si;No;RaraVez;30;10;Aveces;TransportePublico
2059;Mujer;21;176;146;Si;Si;RaraVez;10;10;Aveces;TransportePublico
2060;Mujer;24;165;145;Si;No;RaraVez;10;10;Aveces;TransportePublico
2061;Mujer;25;167;146;Si;No;RaraVez;20;10;Aveces;TransportePublico
2062;Mujer;25;179;146;Si;No;Siempre;20;20;Aveces;TransportePublico
2063;Mujer;25;178;146;Si;No;RaraVez;20;20;Aveces;TransportePublico
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
